unnamed: 0,incident id,incident date,state,city,address,dead,injured,crimetype,participant gender,participant name,participant age group,year,month,day,weekday,loss
2233,,2020-07-31,Kentucky,Louisville,4103 Spyglass Ct,,,Children,male,Trey May,Child 0-11,2020,7,31,4,
2234,,2020-07-31,Florida,Lake Worth,S A St,,,Children,,,Child 0-11,2020,7,31,4,
2235,,2020-07-30,Illinois,Chicago,700 block of E 132nd St,,,Children,male,,Child 0-11,2020,7,30,3,
2236,,2020-07-28,Oklahoma,Oklahoma City,NE 13th St and N Lincoln Blvd,,,Children,female,,Child 0-11,2020,7,28,1,
2237,,2020-07-28,North Carolina,Lumberton,Eaglewood Loop,,,Children,male,,Child 0-11,2020,7,28,1,
2238,,2020-07-28,Florida,Hialeah,780 W 17th St,,,Children,female,,Child 0-11,2020,7,28,1,
2239,,2020-07-28,Florida,Hialeah,780 W 17th St,,,Children,female,,Child 0-11,2020,7,28,1,
2240,,2020-07-28,Virginia,Danville,100 block of North Ave,,,Children,,,Child 0-11,2020,7,28,1,
2241,,2020-07-27,Maryland,Middletown,S Church St and Franklin St,,,Children,male,,Child 0-11,2020,7,27,0,
2242,,2020-07-27,Tennessee,Nashville,95 Fain St,,,Children,,,Child 0-11,2020,7,27,0,
2243,,2020-07-27,Illinois,Chicago,I-94 and 115th St,,,Children,female,Ny’ori Askew,Child 0-11,2020,7,27,0,
2244,,2020-07-25,Utah,Hurricane,,,,Children,female,,Child 0-11,2020,7,25,5,
2245,,2020-07-25,Utah,Hurricane,,,,Children,male,,Child 0-11,2020,7,25,5,
2246,,2020-07-25,Florida,Miami,2900 block of Northwest 51st St,,,Children,male,,Child 0-11,2020,7,25,5,
2247,,2020-07-25,Florida,Boynton Beach,,,,Children,male,,Child 0-11,2020,7,25,5,
2248,,2020-07-24,Indiana,Indianapolis,3360 N Meridian St,,,Children,,,Child 0-11,2020,7,24,4,
2249,,2020-07-24,Georgia,Decatur,2892 Eastwyck Cir,,,Children,male,,Child 0-11,2020,7,24,4,
2250,,2020-07-23,Florida,West Palm Beach,500 block of Conniston Rd,,,Children,,,Child 0-11,2020,7,23,3,
2251,,2020-07-22,Texas,Cypress,19700 block of Ridge Falls Ct,,,Children,male,,Child 0-11,2020,7,22,2,
2252,,2020-07-22,Illinois,Chicago,2400 block of E 74th St,,,Children,female,,Child 0-11,2020,7,22,2,
2253,,2020-07-22,Ohio,Cleveland,Parkview Ave and E 102nd St,,,Children,male,,Child 0-11,2020,7,22,2,
2254,,2020-07-22,Ohio,Canton,1600 block of Clarendon Ave SW,,,Children,male,Arcel Lucas,Child 0-11,2020,7,22,2,
2255,,2020-07-21,District of Columbia,Washington,5300 block of E Capitol St NE,,,Children,female,,Child 0-11,2020,7,21,1,
2256,,2020-07-20,Michigan,Detroit,8500 block of Terry St,,,Children,female,,Child 0-11,2020,7,20,0,
2257,,2020-07-19,Ohio,Cleveland,W 93rd St and Detroit Ave,,,Children,male,,Child 0-11,2020,7,19,6,
2258,,2020-07-19,Florida,Fort Lauderdale,3000 Block of Sunrise Blvd,,,Children,male,,Child 0-11,2020,7,19,6,
2259,,2020-07-19,Texas,Tomball,23400 block of Bettywood Ln,,,Children,female,,Child 0-11,2020,7,19,6,
2260,,2020-07-19,Illinois,Chicago,8221 S Ada St,,,Children,male,,Child 0-11,2020,7,19,6,
2261,,2020-07-19,Illinois,Chicago,8221 S Ada St,,,Children,male,,Child 0-11,2020,7,19,6,
2262,,2020-07-18,Ohio,Columbus,500 block of Woodbury Ave,,,Children,,,Child 0-11,2020,7,18,5,
2263,,2020-07-18,Michigan,Flint,600 block of Josephine St,,,Children,female,,Child 0-11,2020,7,18,5,
2264,,2020-07-18,Ohio,Cleveland,1300 block of W 93rd St,,,Children,male,,Child 0-11,2020,7,18,5,
2265,,2020-07-18,North Carolina,Indian Trail,,,,Children,male,,Child 0-11,2020,7,18,5,
2266,,2020-07-18,Louisiana,Opelousas,800 block of S Oak St,,,Children,male,,Child 0-11,2020,7,18,5,
2267,,2020-07-17,Texas,Houston,1800 block of Barker Cypress Rd,,,Children,female,Harmony Smith,Child 0-11,2020,7,17,4,
2268,,2020-07-17,Florida,Madison,SW Louisiana Terrace,,,Children,male,,Child 0-11,2020,7,17,4,
2269,,2020-07-17,Indiana,Indianapolis,,,,Children,,,Child 0-11,2020,7,17,4,
2270,,2020-07-16,Kentucky,Bowling Green,150 Evon Way,,,Children,male,,Child 0-11,2020,7,16,3,
2271,,2020-07-16,Tennessee,Nashville,Bell Rd,,,Children,,,Child 0-11,2020,7,16,3,
2272,,2020-07-16,Illinois,Chicago,1365 N Hudson Ave,,,Children,male,,Child 0-11,2020,7,16,3,
2273,,2020-07-16,Massachusetts,Worcester,Harding St and Crompton Pk,,,Children,female,,Child 0-11,2020,7,16,3,
2274,,2020-07-16,Connecticut,Glastonbury,65 Glastonbury Blvd,,,Children,male,,Child 0-11,2020,7,16,3,
2275,,2020-07-16,Michigan,Grand Rapids,Burton St and Union Ave,,,Children,female,Madison Malone,Child 0-11,2020,7,16,3,
2276,,2020-07-15,Louisiana,Shreveport,6725 Buncombe Rd,,,Children,male,,Child 0-11,2020,7,15,2,
2277,,2020-07-15,Virginia,Richmond,2404 Summer Hill Ave,,,Children,female,,Child 0-11,2020,7,15,2,
2278,,2020-07-15,Texas,Spring,2300 block of Birnam Wood Blvd,,,Children,,,Child 0-11,2020,7,15,2,
2279,,2020-07-15,Florida,Boynton Beach,NE Second St,,,Children,male,,Child 0-11,2020,7,15,2,
2280,,2020-07-15,Georgia,Columbus,636 6th Ave,,,Children,female,,Child 0-11,2020,7,15,2,
2281,,2020-07-15,Texas,Spring,Birnam Wood Blvd,,,Children,male,Julian Martinez Jr,Child 0-11,2020,7,15,2,
2282,,2020-07-15,Ohio,Toledo,800 block of McKinley Ave,,,Children,male,,Child 0-11,2020,7,15,2,
2283,,2020-07-14,Virginia,Richmond,910 N 31st St,,,Children,female,,Child 0-11,2020,7,14,1,
2284,,2020-07-14,North Carolina,Durham,200 Block of S Benjamine St,,,Children,male,,Child 0-11,2020,7,14,1,
2285,,2020-07-14,North Carolina,Durham,200 Block of S Benjamine St,,,Children,,,Child 0-11,2020,7,14,1,
2286,,2020-07-14,Texas,Corpus Christi,6000 block of Hugo Dr,,,Children,,,Child 0-11,2020,7,14,1,
2287,,2020-07-13,Ohio,Youngstown,King St and Franklin Ave,,,Children,,,Child 0-11,2020,7,13,0,
2288,,2020-07-13,Texas,San Antonio,1100 block of W Russell Pl,,,Children,female,,Child 0-11,2020,7,13,0,
2289,,2020-07-12,South Carolina,Cheraw,1343 Dizzy Gillespie Dr,,,Children,,,Child 0-11,2020,7,12,6,
2290,,2020-07-12,Maryland,Windsor Mill,3500 block of Derby Shire Cir,,,Children,female,,Child 0-11,2020,7,12,6,
2291,,2020-07-11,Delaware,Wilmington,600 block of N Pine St,,,Children,male,,Child 0-11,2020,7,11,5,
2292,,2020-07-10,Texas,San Antonio,12000 block of Bernhardt Rd,,,Children,male,,Child 0-11,2020,7,10,4,
2293,,2020-07-09,Tennessee,Memphis,3779 Green Bush Place,,,Children,male,,Child 0-11,2020,7,9,3,
2294,,2020-07-09,Oklahoma,Lawton,NW 38th St and NW Meadow Brook Dr,,,Children,male,,Child 0-11,2020,7,9,3,
2295,,2020-07-09,Michigan,Detroit,Rex Ave and Lappin Ave,,,Children,,,Child 0-11,2020,7,9,3,
2296,,2020-07-09,Missouri,Saint Louis,Roosevelt Place and Clara Ave,,,Children,,,Child 0-11,2020,7,9,3,
2297,,2020-07-08,Illinois,Chicago,1119 S Albany Ave,,,Children,male,,Child 0-11,2020,7,8,2,
2298,,2020-07-08,Georgia,Atlanta,400 block of Flat Shoals Rd,,,Children,male,Javonni Carson,Child 0-11,2020,7,8,2,
2299,,2020-07-08,New Mexico,Albuquerque,9930 Lomas Blvd NE,,,Children,male,,Child 0-11,2020,7,8,2,
2300,,2020-07-08,Ohio,Columbus,McGuffey Rd and Hudson St,,,Children,,,Child 0-11,2020,7,8,2,
2301,,2020-07-07,Louisiana,Edgard,AMP Cir,,,Children,male,,Child 0-11,2020,7,7,1,
2302,,2020-07-07,Indiana,Gary,4100 block of Cleveland St,,,Children,female,Emily Sotelo,Child 0-11,2020,7,7,1,
2303,,2020-07-07,Michigan,Ypsilanti,8000 block of MacArthur Blvd,,,Children,male,,Child 0-11,2020,7,7,1,
2304,,2020-07-07,Washington,Yakima,800 block of W Viola Ave,,,Children,male,,Child 0-11,2020,7,7,1,
2305,,2020-07-07,Washington,Yakima,800 block of W Viola Ave,,,Children,female,,Child 0-11,2020,7,7,1,
2306,,2020-07-06,Louisiana,Baton Rouge,200 block of W Polk St,,,Children,male,,Child 0-11,2020,7,6,0,
2307,,2020-07-06,Michigan,Redford Charter Township,26500 block of Plymouth Rd,,,Children,female,Karina Norwood,Child 0-11,2020,7,6,0,
2308,,2020-07-06,Louisiana,Shreveport,400 block of 76th St,,,Children,female,,Child 0-11,2020,7,6,0,
2309,,2020-07-06,Ohio,Dayton,3700 block of Evansville Ave,,,Children,,,Child 0-11,2020,7,6,0,
2310,,2020-07-06,Ohio,Dayton,3700 block of Evansville Ave,,,Children,,,Child 0-11,2020,7,6,0,
2311,,2020-07-06,Michigan,Flint,3600 block of Lynn St,,,Children,female,,Child 0-11,2020,7,6,0,
2312,,2020-07-05,Illinois,Chicago,7400 block of N Artesian Ave,,,Children,female,,Child 0-11,2020,7,5,6,
2313,,2020-07-05,Pennsylvania,Philadelphia,2500 block of 67th St,,,Children,female,,Child 0-11,2020,7,5,6,
2314,,2020-07-05,Georgia,Macon,4368 Azalea Dr,,,Children,female,,Child 0-11,2020,7,5,6,
2315,,2020-07-05,California,Gardena,Compton Blvd and San Pedro St,,,Children,,,Child 0-11,2020,7,5,6,
2316,,2020-07-05,California,Gardena,Compton Blvd and San Pedro St,,,Children,,,Child 0-11,2020,7,5,6,
2317,,2020-07-05,Tennessee,Nashville,500 block of S 8th St,,,Children,male,,Child 0-11,2020,7,5,6,
2318,,2020-07-04,Ohio,Cleveland,E 139th St and Harvard Ave,,,Children,female,,Child 0-11,2020,7,4,5,
2319,,2020-07-04,California,Stockton,700 block of Gotham Dr,,,Children,male,,Child 0-11,2020,7,4,5,
2320,,2020-07-04,Washington,Yakima,800 block of W Viola Ave,,,Children,male,,Child 0-11,2020,7,4,5,
2321,,2020-07-04,Michigan,Detroit,8300 block of Homer St,,,Children,male,,Child 0-11,2020,7,4,5,
2322,,2020-07-04,Florida,Fort Lauderdale,6400 block of NW 31st Way,,,Children,male,Jason Puentes,Child 0-11,2020,7,4,5,
2323,,2020-07-04,Illinois,Chicago,6100 block of S Carpenter St,,,Children,male,,Child 0-11,2020,7,4,5,
2324,,2020-07-04,Missouri,Saint Louis,1100 block of E Gano Ave,,,Children,female,,Child 0-11,2020,7,4,5,
2325,,2020-07-04,Louisiana,Baton Rouge,11300 block of Greenwell Springs Rd,,,Children,,,Child 0-11,2020,7,4,5,
2326,,2020-07-04,Louisiana,Baton Rouge,11300 block of Greenwell Springs Rd,,,Children,,,Child 0-11,2020,7,4,5,
2327,,2020-07-03,Maryland,Windsor Mill,50 block of Flaxton Ct,,,Children,female,,Child 0-11,2020,7,3,4,
2328,,2020-07-01,Georgia,Stone Mountain,4893 Memorial Dr,,,Children,female,,Child 0-11,2020,7,1,2,
2329,,2020-06-30,California,San Diego,4300 block of 52nd St,,,Children,male,,Child 0-11,2020,6,30,1,
2330,,2020-06-30,Minnesota,Minneapolis,1122 Lowry Ave N,,,Children,male,Blaze Vaulter,Child 0-11,2020,6,30,1,
2331,,2020-06-30,New York,Brooklyn,369 E 29th St,,,Children,male,,Child 0-11,2020,6,30,1,
2332,,2020-06-30,Illinois,Chicago,7021 S Damen Ave,,,Children,female,,Child 0-11,2020,6,30,1,
2333,,2020-06-30,Missouri,Saint Louis,6000 block of Shulte Ave,,,Children,female,,Child 0-11,2020,6,30,1,
2334,,2020-06-29,Missouri,Florissant,11800 block of Seven Hills Dr,,,Children,male,,Child 0-11,2020,6,29,0,
2335,,2020-06-29,Indiana,Indianapolis,2500 block of E Brookside Ave,,,Children,female,,Child 0-11,2020,6,29,0,
2336,,2020-06-29,South Carolina,Charleston,America St and Johnson St,,,Children,male,,Child 0-11,2020,6,29,0,
2337,,2020-06-27,Georgia,Atlanta,2500 Center St NW,,,Children,male,,Child 0-11,2020,6,27,5,
2338,,2020-06-27,Pennsylvania,Philadelphia,6500 block of Lindbergh Blvd,,,Children,male,,Child 0-11,2020,6,27,5,
2339,,2020-06-27,Illinois,Chicago,6600 S Wood St,,,Children,female,,Child 0-11,2020,6,27,5,
2340,,2020-06-27,New Jersey,Elizabeth,688 Maple Ave,,,Children,female,,Child 0-11,2020,6,27,5,
2341,,2020-06-26,South Carolina,Columbia,200 Block of Minolta Dr,,,Children,,,Child 0-11,2020,6,26,4,
2342,,2020-06-25,New York,New York (Manhattan),E 102nd St and Park Ave,,,Children,female,Kayley Santiago,Child 0-11,2020,6,25,3,
2343,,2020-06-24,Michigan,Kalamazoo,Ogden Ave and Douglas Ave,,,Children,female,Clarity Coleman,Child 0-11,2020,6,24,2,
2344,,2020-06-23,Missouri,Kansas City,NE 54th St and N Bales Ave,,,Children,male,,Child 0-11,2020,6,23,1,
2345,,2020-06-23,Kentucky,Louisville,Bayshore Ct and Feyhurst Dr,,,Children,,,Child 0-11,2020,6,23,1,
2346,,2020-06-22,Virginia,Richmond,300 block of Exmore Ct,,,Children,female,,Child 0-11,2020,6,22,0,
2347,,2020-06-22,Illinois,Chicago,6500 block of S Claremont Ave,,,Children,female,,Child 0-11,2020,6,22,0,
2348,,2020-06-22,Alabama,Tuscaloosa,226 49th Ave E,,,Children,male,Tydarrius Thomas,Child 0-11,2020,6,22,0,
2349,,2020-06-21,Michigan,Lincoln Park,I-75 and W Outer Dr,,,Children,,,Child 0-11,2020,6,21,6,
2350,,2020-06-21,Ohio,Cleveland,1800 block of Forest Hills Blvd,,,Children,female,,Child 0-11,2020,6,21,6,
2351,,2020-06-21,Michigan,Detroit,19700 block of Plainview Ave,,,Children,female,Dior Nelson,Child 0-11,2020,6,21,6,
2352,,2020-06-21,Michigan,Detroit,19700 block of Plainview Ave,,,Children,female,,Child 0-11,2020,6,21,6,
2353,,2020-06-20,Indiana,Indianapolis,6000 block of E 21st St,,,Children,,,Child 0-11,2020,6,20,5,
2354,,2020-06-19,Virginia,Norfolk,800 block of Fremont St,,,Children,,,Child 0-11,2020,6,19,4,
2355,,2020-06-18,Illinois,Chicago,700 block of W 50th Pl,,,Children,male,,Child 0-11,2020,6,18,3,
2356,,2020-06-17,Missouri,Saint Louis,Ferry St and N Florissant Ave,,,Children,male,,Child 0-11,2020,6,17,2,
2357,,2020-06-17,Illinois,Chicago,1323 W 76th St,,,Children,female,,Child 0-11,2020,6,17,2,
2358,,2020-06-16,Louisiana,Lake Charles,Eugene Ln,,,Children,,,Child 0-11,2020,6,16,1,
2359,,2020-06-16,Minnesota,Thief River Falls,,,,Children,female,,Child 0-11,2020,6,16,1,
2360,,2020-06-15,Texas,Newton (county),,,,Children,female,,Child 0-11,2020,6,15,0,
2361,,2020-06-14,California,Los Angeles,2927 Francis Ave,,,Children,male,,Child 0-11,2020,6,14,6,
2362,,2020-06-13,Texas,San Antonio,200 block of Nelson Ave,,,Children,male,,Child 0-11,2020,6,13,5,
2363,,2020-06-13,Florida,Orlando,1488 Mercy Dr,,,Children,female,,Child 0-11,2020,6,13,5,
2364,,2020-06-13,California,Hemet,1200 block of W Valencia Ave,,,Children,male,,Child 0-11,2020,6,13,5,
2365,,2020-06-13,Ohio,Cleveland,E 116th St and Union Ave,,,Children,,,Child 0-11,2020,6,13,5,
2366,,2020-06-13,New York,Albany,100 block of 2nd Ave,,,Children,female,Jayleena Smith,Child 0-11,2020,6,13,5,
2367,,2020-06-13,Pennsylvania,Pittsburgh,Sedgwick St and Liverpool St,,,Children,female,,Child 0-11,2020,6,13,5,
2368,,2020-06-12,Alabama,Covington (county),,,,Children,,,Child 0-11,2020,6,12,4,
2369,,2020-06-12,Ohio,Cincinnati,Glenway Ave,,,Children,,,Child 0-11,2020,6,12,4,
2370,,2020-06-11,New York,Harrison,,,,Children,,,Child 0-11,2020,6,11,3,
2371,,2020-06-11,Illinois,Chicago,5300 W Race Ave,,,Children,male,,Child 0-11,2020,6,11,3,
2372,,2020-06-11,Virginia,Richmond,2100 block of Accommodation St,,,Children,,,Child 0-11,2020,6,11,3,
2373,,2020-06-10,Tennessee,Memphis,4130 Kirby Pkwy,,,Children,female,,Child 0-11,2020,6,10,2,
2374,,2020-06-10,Texas,Fort Worth,1400 block of E Allen Ave,,,Children,male,,Child 0-11,2020,6,10,2,
2375,,2020-06-10,New York,Syracuse,100 block of McKinley Ave,,,Children,female,,Child 0-11,2020,6,10,2,
2376,,2020-06-09,Missouri,Saint Louis,4000 block of Peck St,,,Children,male,,Child 0-11,2020,6,9,1,
2377,,2020-06-09,Illinois,East Saint Louis,1235 McCasland Ave,,,Children,female,,Child 0-11,2020,6,9,1,
2378,,2020-06-09,California,Vallejo,100 block of Cynthia Ave,,,Children,,,Child 0-11,2020,6,9,1,
2379,,2020-06-08,Minnesota,Saint Paul (White Bear Lake),5050 Lake Ave,,,Children,female,,Child 0-11,2020,6,8,0,
2380,,2020-06-08,Florida,Panama City Beach,Front Beach Rd,,,Children,male,,Child 0-11,2020,6,8,0,
2381,,2020-06-08,Tennessee,Memphis,1525 E McLemore Ave,,,Children,female,,Child 0-11,2020,6,8,0,
2382,,2020-06-07,North Carolina,Charlotte,5712 Leake St,,,Children,male,,Child 0-11,2020,6,7,6,
2383,,2020-06-06,North Carolina,Goldsboro,1700 Block of Edgerton St,,,Children,female,,Child 0-11,2020,6,6,5,
2384,,2020-06-05,Ohio,Dayton,3600 block of Salem Ave,,,Children,male,,Child 0-11,2020,6,5,4,
2385,,2020-06-05,Mississippi,Meridian,2100 block of 13th Ave,,,Children,,,Child 0-11,2020,6,5,4,
2386,,2020-06-04,Michigan,Detroit,,,,Children,,,Child 0-11,2020,6,4,3,
2387,,2020-06-04,Michigan,Detroit,,,,Children,,,Child 0-11,2020,6,4,3,
2388,,2020-06-04,Kentucky,Louisville,2600 block of Virginia Ave,,,Children,female,,Child 0-11,2020,6,4,3,
2389,,2020-06-04,New York,Albany,New Hope Terrace,,,Children,male,,Child 0-11,2020,6,4,3,
2390,,2020-06-03,Missouri,Hazelwood,6950 N Hanley Rd,,,Children,male,,Child 0-11,2020,6,3,2,
2391,,2020-06-03,North Carolina,Winston Salem (Winston-salem),2401 Ivy Ave,,,Children,male,,Child 0-11,2020,6,3,2,
2392,,2020-06-03,North Carolina,Red Springs,6th Ave and Main St,,,Children,,,Child 0-11,2020,6,3,2,
2393,,2020-06-02,Michigan,Detroit,Rutherford St and Pembroke Ave,,,Children,female,,Child 0-11,2020,6,2,1,
2394,,2020-06-02,Wisconsin,Milwaukee,5100 block of N Lovers Lane Rd,,,Children,male,,Child 0-11,2020,6,2,1,
2395,,2020-05-31,Colorado,Denver,,,,Children,,,Child 0-11,2020,5,31,6,
2396,,2020-05-31,Louisiana,Shreveport,100 block of East Herndon,,,Children,male,,Child 0-11,2020,5,31,6,
2397,,2020-05-30,Texas,Houston,9635 Scott St,,,Children,male,,Child 0-11,2020,5,30,5,
2398,,2020-05-29,Missouri,Saint Louis,4200 block of Athlone Ave,,,Children,male,,Child 0-11,2020,5,29,4,
2399,,2020-05-29,Florida,Delray Beach,625 Auburn Cir W,,,Children,male,,Child 0-11,2020,5,29,4,
2400,,2020-05-29,Virginia,Portsmouth,500 block of Edwards St,,,Children,male,,Child 0-11,2020,5,29,4,
2401,,2020-05-28,Tennessee,Memphis,TN 385 and Kirby Pkwy,,,Children,,,Child 0-11,2020,5,28,3,
2402,,2020-05-28,Tennessee,Memphis,TN 385 and Kirby Pkwy,,,Children,,,Child 0-11,2020,5,28,3,
2403,,2020-05-28,Ohio,Columbus,28 Midland Ave,,,Children,male,Timmy Ramsay,Child 0-11,2020,5,28,3,
2404,,2020-05-28,Kansas,Leavenworth,1300 block of Stonleigh Ct,,,Children,male,,Child 0-11,2020,5,28,3,
2405,,2020-05-26,Indiana,Indianapolis,3900 block of Breen Dr,,,Children,male,,Child 0-11,2020,5,26,1,
2406,,2020-05-26,Kentucky,Louisville,5400 block of Regal Rd,,,Children,,,Child 0-11,2020,5,26,1,
2407,,2020-05-26,Missouri,Saint Louis,N Market St and Sarah St,,,Children,male,,Child 0-11,2020,5,26,1,
2408,,2020-05-26,Illinois,Chicago,200 block of W Pershing Rd,,,Children,female,Kaidence Lasenby,Child 0-11,2020,5,26,1,
2409,,2020-05-25,Michigan,Detroit,1900 E 8 Mile Rd,,,Children,male,,Child 0-11,2020,5,25,0,
2410,,2020-05-25,Louisiana,Shreveport,2600 block of Westover Rd,,,Children,male,,Child 0-11,2020,5,25,0,
2411,,2020-05-25,District of Columbia,Washington,3000 block of 30th St SE,,,Children,female,My'onna Hinton,Child 0-11,2020,5,25,0,
2412,,2020-05-23,Illinois,Berwyn,1200 block of S Wenonah Ave,,,Children,female,,Child 0-11,2020,5,23,5,
2413,,2020-05-22,North Carolina,Lumberton,Alamac Village Dr,,,Children,,,Child 0-11,2020,5,22,4,
2414,,2020-05-22,Florida,Saint Petersburg,4999 49th St North,,,Children,male,,Child 0-11,2020,5,22,4,
2415,,2020-05-20,California,Glendale,4432 San Fernando Rd,,,Children,male,,Child 0-11,2020,5,20,2,
2416,,2020-05-20,Michigan,Detroit,Nett St and Van Dyke Ave,,,Children,female,Ry'Liee Bailey,Child 0-11,2020,5,20,2,
2417,,2020-05-20,North Carolina,Winston Salem (Winston-salem),3591 Patterson Ave,,,Children,,,Child 0-11,2020,5,20,2,
2418,,2020-05-20,Missouri,Kansas City,E 23rd St and Chelsea Ave,,,Children,male,,Child 0-11,2020,5,20,2,
2419,,2020-05-19,New York,Buffalo,300 block of Guilford St,,,Children,male,,Child 0-11,2020,5,19,1,
2420,,2020-05-18,Georgia,La Grange,Kelley St,,,Children,female,,Child 0-11,2020,5,18,0,
2421,,2020-05-16,Nebraska,Omaha,9315 Maplewood Blvd,,,Children,male,,Child 0-11,2020,5,16,5,
2422,,2020-05-16,Louisiana,Shreveport,3100 block of Wagner St,,,Children,,,Child 0-11,2020,5,16,5,
2423,,2020-05-14,Missouri,Bismarck,1000 block of Center St,,,Children,male,,Child 0-11,2020,5,14,3,
2424,,2020-05-13,Texas,Longview,800 block of Martin Luther King Blvd,,,Children,,,Child 0-11,2020,5,13,2,
2425,,2020-05-12,Florida,Tampa (Temple Terrace),8600 block of Boardwalk Trail Dr,,,Children,,,Child 0-11,2020,5,12,1,
2426,,2020-05-12,Oklahoma,Owasso,16104 E 109th St N,,,Children,,,Child 0-11,2020,5,12,1,
2427,,2020-05-12,Missouri,Saint Louis,1800 block of N 20th St,,,Children,male,,Child 0-11,2020,5,12,1,
2428,,2020-05-11,Maryland,Elkton,122 Huntsman Dr,,,Children,male,,Child 0-11,2020,5,11,0,
2429,,2020-05-11,Alabama,Birmingham,2300 block of 34th Ave N,,,Children,female,Rylee Miller,Child 0-11,2020,5,11,0,
2430,,2020-05-10,Michigan,Detroit,15400 block of Burgess,,,Children,female,,Child 0-11,2020,5,10,6,
2431,,2020-05-10,Texas,Katy,18000 block of Bonners Park Cir,,,Children,female,,Child 0-11,2020,5,10,6,
2432,,2020-05-09,Kentucky,Louisville,5000 block of Cedrus Cir,,,Children,female,,Child 0-11,2020,5,9,5,
2433,,2020-05-09,California,Colton,800 block of E Washington St,,,Children,male,,Child 0-11,2020,5,9,5,
2434,,2020-05-09,Kansas,Topeka,1000 block of SW Clay St,,,Children,,,Child 0-11,2020,5,9,5,
2435,,2020-05-09,Louisiana,New Iberia,400 block of Silver St,,,Children,,,Child 0-11,2020,5,9,5,
2436,,2020-05-09,Texas,Dickinson (San Leon),500 block of 24th St,,,Children,male,,Child 0-11,2020,5,9,5,
2437,,2020-05-09,Colorado,Denver (Northglenn),1000 block of Elmer Dr,,,Children,male,,Child 0-11,2020,5,9,5,
2438,,2020-05-09,Ohio,Columbus,8400 block of Bridletree Way,,,Children,,,Child 0-11,2020,5,9,5,
2439,,2020-05-09,Texas,Corpus Christi,500 block of Shoreline Blvd,,,Children,male,,Child 0-11,2020,5,9,5,
2440,,2020-05-08,Florida,Marion (county),,,,Children,male,,Child 0-11,2020,5,8,4,
2441,,2020-05-08,Arkansas,Little Rock,5001 W 65th St,,,Children,male,,Child 0-11,2020,5,8,4,
2442,,2020-05-08,North Carolina,Winston Salem (Winston-salem),5300 Countryside Ct,,,Children,male,,Child 0-11,2020,5,8,4,
2443,,2020-05-08,Florida,Pensacola,Binnacle Place and Marlin Spike Dr,,,Children,,,Child 0-11,2020,5,8,4,
2444,,2020-05-07,Louisiana,Bossier City,2300 block of Bobbie St,,,Children,female,,Child 0-11,2020,5,7,3,
2445,,2020-05-06,California,Salinas,800 block of Caribbean Ave,,,Children,male,,Child 0-11,2020,5,6,2,
2446,,2020-05-06,Indiana,Fort Wayne,4500 block of S Monroe St,,,Children,female,,Child 0-11,2020,5,6,2,
